system:index,AWEINS,AWEIS,B11,B12,B2,B3,B4,B5,B6,B7,B8,EVI,NDBI,NDSI,NDVI,NDWI,landcover,.geo
1_1_1_2_71_0,13974.5,8468.5,431,428,4633,4496,4678,4921,5064,4965,4434,0.27177545110269546,0.021947723,0.82504565,-0.026777875,0.006942889,3,
1_1_1_2_72_0,16399.5,10791.75,391,389,5034,5012,5099,5285,5028,4587,4059,0.8384392131570462,0.107225336,0.8552656,-0.11356191,0.10506008,3,
1_1_1_2_73_0,13068.5,8427.5,339,314,4039,4035,4119,4198,4227,3949,3408,0.8193132058077899,0.08473211,0.8449931,-0.09445994,0.08424023,3,
1_1_1_2_74_0,14564.75,9060.0,359,366,4547,4507,4662,5035,4840,4620,4083,0.707305155142927,0.053765934,0.85244554,-0.066209264,0.04935972,3,
1_1_1_2_75_0,16155.0,10105.0,225,220,4706,4659,4739,4671,4487,4193,3904,0.706190798376184,0.0931475,0.9078624,-0.09660997,0.08817004,3,
1_1_1_2_76_0,14963.75,9272.5,351,340,4774,4591,4768,4706,4606,4446,4245,0.4430701457133175,0.058653954,0.85795224,-0.058027294,0.03915799,3,
1_1_1_2_77_0,18466.0,10927.0,336,340,5511,5510,5738,5908,5806,5491,5180,0.8093994778067886,0.030960621,0.8850496,-0.051108263,0.030869972,3,
1_1_1_2_78_0,16146.0,9570.75,390,397,5162,5009,5232,5234,5232,5109,4953,0.29442802870409457,0.020662382,0.8555288,-0.027393226,0.005621361,3,
1_1_1_2_79_0,17736.0,10697.5,346,318,5365,5304,5452,5450,5301,5088,4886,0.5362895584612469,0.046727147,0.8775221,-0.054749466,0.04102061,3,
1_1_2_0_0,32761.5,19580.25,260,265,9322,9138,9348,9283,9091,8464,8087,0.5493117267816693,0.070940316,0.94466907,-0.07232578,0.061015964,4,
1_1_2_1_0,31514.0,18896.25,353,377,9222,8999,9228,9137,9056,8465,8133,0.48340102419212433,0.062748484,0.92450815,-0.063072406,0.05054868,4,
1_1_2_2_0,35638.5,21056.25,396,387,10316,10153,10440,10437,10201,9524,9301,0.5245946941783346,0.051740836,0.9249218,-0.057697177,0.04379562,4,
1_1_2_3_0,37113.5,22850.25,299,283,10594,10314,10352,10038,9748,8893,8673,0.48419656246395204,0.099704154,0.943654,-0.0882523,0.086427554,4,
1_1_2_4_0,31126.25,18611.5,512,550,9347,9207,9502,9599,9386,8916,8565,0.5177367664935352,0.043657884,0.8946394,-0.05186251,0.03612424,4,
1_1_2_5_0,34479.0,21135.5,299,322,9927,9657,9684,9618,9373,8671,8270,0.4376354069947385,0.09105896,0.93993574,-0.078756824,0.07736933,4,
1_1_2_6_0,30249.25,18165.25,457,501,9037,8874,9080,9065,9000,8549,8164,0.4461763273258646,0.050752863,0.9020469,-0.053119924,0.04167156,4,
1_1_2_7_0,29444.75,17731.5,472,492,8810,8668,8850,8919,8702,8317,7945,0.44989063432093856,0.05162638,0.8967177,-0.053885084,0.043520134,4,
1_1_2_8_0,30929.0,18765.25,307,355,9027,8768,8878,8859,8609,8093,7755,0.4203788275810436,0.075795494,0.9323416,-0.06751639,0.06130848,4,
1_1_2_9_0,28679.5,17353.0,277,304,8275,8101,8224,8154,7985,7536,7122,0.4923599320882852,0.07488472,0.9338744,-0.071810246,0.06431058,4,
1_1_2_10_0,34235.0,20499.75,270,253,9734,9527,9676,9651,9433,8731,8389,0.4905473395334654,0.074215084,0.9448811,-0.071242735,0.06351864,4,
1_1_2_11_0,24097.25,14055.25,507,541,7556,7362,7685,7806,7720,7561,7340,0.2679403541472507,0.014500537,0.87113994,-0.02296173,0.0014963951,4,
1_1_2_12_0,25523.5,14819.25,561,593,8001,7841,8236,8373,8283,8072,7863,0.34188817598533455,0.008698941,0.8664604,-0.023169141,-0.001400917,4,
1_1_2_13_0,25850.5,15057.5,559,586,8070,7917,8314,8440,8352,8109,7880,0.3931159420289855,0.011912226,0.86809814,-0.02680005,0.002342217,4,
1_1_2_14_0,25164.5,14650.0,508,542,7836,7647,7999,8121,8007,7839,7604,0.3114159571113213,0.015025907,0.87541384,-0.025315644,0.0028194874,4,
1_1_2_15_0,24874.25,14543.5,538,566,7804,7619,7978,8120,8024,7869,7573,0.3278821243523316,0.015022436,0.8680888,-0.02604334,0.0030279094,4,
1_1_2_16_0,24421.5,14247.0,509,556,7642,7461,7788,7920,7849,7667,7430,0.2835868187579214,0.014065817,0.872271,-0.023524772,0.0020817944,4,
1_1_2_17_0,24054.5,14065.75,534,559,7525,7390,7704,7834,7755,7580,7329,0.3251257152765736,0.013195099,0.8652196,-0.024945121,0.0041443035,4,
1_1_2_18_0,23501.0,13786.0,529,562,7405,7240,7576,7681,7614,7412,7190,0.33385227469295964,0.014731072,0.86381775,-0.026141135,0.0034650036,4,
1_1_2_19_0,24605.5,14401.25,537,575,7753,7554,7909,7980,7934,7729,7525,0.303078137332281,0.014923419,0.8672599,-0.024880135,0.0019232044,4,
1_1_2_20_0,23230.5,13700.0,486,528,7323,7094,7423,7510,7394,7239,6998,0.3138384285925269,0.022693945,0.8717678,-0.029470911,0.006812376,4,
1_1_2_21_0,22617.5,13308.25,489,523,7140,6932,7209,7349,7255,7087,6865,0.2507288629737609,0.019635845,0.8682118,-0.024442233,0.0048561282,4,
1_1_2_22_0,24533.0,14331.25,501,535,7643,7464,7786,7913,7788,7638,7391,0.3072017421060818,0.016762007,0.8741996,-0.026026225,0.00491417,4,
1_1_2_23_0,25076.75,14543.25,525,559,7812,7657,8014,8182,8096,7866,7656,0.3141453141453141,0.010085338,0.87166953,-0.022846203,6.530399E-5,4,
1_1_2_24_0,23367.75,13620.5,436,478,7261,7043,7366,7478,7375,7279,6983,0.2921434019832189,0.01951699,0.8834069,-0.026691755,0.00427777,4,
1_1_2_25_0,25387.75,14743.75,524,567,7931,7745,8132,8296,8206,8027,7748,0.3263640999490056,0.011671662,0.8732616,-0.02418136,-1.9363583E-4,4,
1_1_2_26_0,24305.0,14200.0,505,530,7667,7408,7765,7947,7829,7640,7398,0.26113561975238364,0.017855957,0.87236196,-0.024203654,6.754019E-4,4,
1_1_2_27_0,24049.25,13955.25,511,549,7524,7362,7663,7872,7711,7565,7380,0.2303809833930316,0.009661836,0.87018925,-0.018812736,-0.0012210013,4,
1_1_2_28_0,24436.25,14268.25,500,531,7603,7434,7814,7881,7825,7639,7358,0.4101457096600108,0.01637591,0.8739602,-0.030055365,0.0051379125,4,
1_1_2_29_0,24515.5,14320.0,510,552,7645,7482,7818,7922,7862,7702,7418,0.3321707357581797,0.015070039,0.8723724,-0.026253609,0.004295302,4,
1_1_2_30_0,24414.25,14306.75,499,545,7676,7439,7773,7888,7879,7686,7388,0.2716624329664126,0.019118428,0.8742756,-0.025394103,0.003439671,4,
1_1_2_31_0,23944.5,13977.75,488,529,7491,7291,7607,7776,7688,7500,7251,0.2706401094724038,0.016280016,0.874534,-0.023960156,0.0027506533,4,
1_1_2_32_0,23353.5,13628.5,514,552,7364,7181,7541,7711,7687,7490,7186,0.31730425455845546,0.012233677,0.86640674,-0.024105385,-3.4801976E-4,4,
1_1_2_33_0,24435.75,14294.25,499,541,7664,7442,7804,7889,7796,7599,7394,0.31432076050291324,0.017930668,0.8743231,-0.026977234,0.0032353734,4,
1_1_2_34_0,23801.0,13914.25,534,559,7497,7325,7684,7857,7771,7655,7303,0.33782585564816453,0.013108108,0.86410487,-0.025422033,0.001503965,4,
1_1_2_35_0,24653.0,14373.25,535,571,7765,7564,7930,8095,7990,7811,7571,0.2908766812510128,0.012649974,0.86788493,-0.023159796,-4.6250413E-4,4,
1_1_2_36_0,24560.5,14336.5,562,596,7764,7587,8004,8115,8025,7955,7602,0.3860929696504034,0.010542757,0.86206895,-0.025759323,-9.875568E-4,4,
1_1_2_37_0,24693.5,14405.25,511,553,7720,7533,7912,8010,7917,7798,7495,0.3555593451568895,0.014788038,0.87294877,-0.02706562,0.0025286132,4,
1_1_2_38_0,24188.0,14096.5,534,570,7651,7440,7840,7952,7936,7745,7474,0.3190932868352223,0.01170248,0.8660647,-0.0238997,-0.0022797373,4,
1_1_2_39_0,22963.5,13433.0,554,598,7345,7157,7518,7599,7596,7417,7216,0.2733031674208145,0.008859281,0.8563092,-0.02049681,-0.004104919,4,
1_1_2_40_0,24823.0,14487.75,546,585,7825,7631,7977,7940,7962,7803,7633,0.2694657684474385,0.012420753,0.86645466,-0.022037156,-1.3102725E-4,4,
1_1_2_41_0,24756.0,14458.75,559,603,7871,7643,8079,8232,8166,7950,7687,0.3414039365964118,0.011826713,0.8636918,-0.02486363,-0.0028701893,4,
1_1_2_42_0,24786.75,14448.0,576,622,7823,7682,8056,8201,8142,7951,7707,0.33193836789043185,0.0074694143,0.8604989,-0.022140456,-0.001624537,4,
1_1_2_43_0,24690.0,14344.75,561,611,7806,7635,8070,8156,8057,7901,7703,0.37897562990499795,0.006641305,0.8631039,-0.02326761,-0.0044334335,4,
1_1_2_44_0,24579.0,14302.25,566,617,7768,7614,8019,8177,8086,7913,7665,0.3568548387096774,0.0066740103,0.8616137,-0.022570772,-0.0033379148,4,
1_1_2_45_0,24439.0,14175.25,558,607,7727,7563,7959,8093,8014,7897,7647,0.3058223877671045,0.0052035903,0.8625785,-0.01999231,-0.0055226823,4,
1_1_2_46_0,24296.5,14060.0,551,610,7651,7520,7922,8057,8011,7883,7608,0.3502119116662949,0.0028180091,0.8634618,-0.020218931,-0.005817028,4,
1_1_2_47_0,24718.0,14276.5,533,576,7672,7584,7949,8067,8033,7894,7608,0.38109074653553865,0.0041884817,0.8686707,-0.021919394,-0.0015797789,4,
1_1_2_48_0,23952.75,13861.5,546,586,7545,7405,7795,7953,7863,7763,7487,0.33054303498604853,0.0038584354,0.8626588,-0.02015443,-0.005506312,4,
1_1_2_49_0,22474.25,12981.25,422,479,6971,6796,7138,7199,7154,7025,6818,0.30354771390627966,0.011095801,0.8830701,-0.022929206,-0.0016159836,4,
1_1_2_50_0,22506.5,13043.0,453,514,7035,6864,7212,7329,7244,7133,6896,0.30460767302872566,0.009977748,0.87617874,-0.02239864,-0.0023255814,4,
1_1_2_51_0,24511.25,14200.0,543,588,7685,7550,7973,8069,8026,7863,7599,0.4250966128665606,0.005626799,0.86581,-0.024017468,-0.0032345369,4,
1_1_2_52_0,24058.75,14005.0,558,606,7597,7458,7838,7965,7957,7715,7499,0.34598897734231476,0.006491786,0.86077845,-0.02210341,-0.0027411913,4,
1_1_2_53_0,23950.25,13817.25,542,595,7524,7408,7804,7932,7881,7744,7510,0.350835322195704,9.312226E-4,0.8636478,-0.01919812,-0.006837378,4,
1_1_2_54_0,24041.75,13985.25,491,547,7501,7335,7656,7817,7715,7598,7320,0.279953341109815,0.012212401,0.87452084,-0.022435898,0.0010235414,4,
1_1_2_55_0,24825.0,14390.5,552,604,7831,7657,8066,8180,8147,7949,7736,0.3173687247547605,0.006102653,0.86551344,-0.020883432,-0.005132203,4,
1_1_2_56_0,25131.5,14572.75,529,591,7892,7703,8101,8272,8176,7994,7757,0.3043170559094126,0.00862675,0.8714772,-0.021692522,-0.0034928848,4,
1_1_2_57_0,24997.5,14510.25,545,607,7863,7696,8089,8210,8133,8001,7749,0.31616142830574673,0.007302075,0.8677345,-0.021467358,-0.0034315311,4,
1_1_2_58_0,25047.25,14538.0,535,596,7867,7690,8059,8186,8164,7937,7735,0.27811158798283264,0.008460454,0.8699088,-0.02051412,-0.002917342,4,
1_1_2_59_0,25069.75,14592.25,546,611,7897,7718,8091,8228,8197,7964,7752,0.28939730237322864,0.009265767,0.8678606,-0.021397462,-0.0021978023,4,
1_1_2_60_0,25242.0,14649.5,558,624,7966,7789,8228,8348,8287,8126,7864,0.3622611464968153,0.006443462,0.8662993,-0.022619935,-0.004791414,4,
1_1_2_61_0,25199.25,14627.5,549,606,7943,7754,8170,8315,8287,8138,7817,0.32272810385810935,0.007994924,0.86775863,-0.02208044,-0.004045983,4,
1_1_2_62_0,25518.75,14934.5,632,704,8162,8000,8452,8594,8511,8373,8069,0.3935470612412659,0.0057297763,0.85356814,-0.023182616,-0.0042939824,4,
1_1_2_63_0,25059.25,14551.75,578,643,7948,7777,8193,8310,8215,8140,7874,0.30946837407838573,0.004677032,0.86163974,-0.01985436,-0.0061976872,4,
1_1_2_64_0,25377.5,14718.25,596,665,8044,7898,8371,8478,8441,8259,8007,0.43416030534351147,0.0023051524,0.85966563,-0.022224937,-0.0068531907,4,
1_1_2_65_0,24097.0,14027.75,550,609,7629,7463,7806,7985,7987,7777,7521,0.24916943521594684,0.0071287127,0.86272305,-0.018594638,-0.0038707955,4,
1_1_2_66_0,23512.75,13703.25,568,607,7492,7326,7721,7853,7835,7663,7400,0.3258221680876979,0.0061778137,0.8560932,-0.021228755,-0.0050251256,4,
1_1_2_67_0,23707.0,13828.75,541,559,7517,7311,7673,7774,7702,7570,7343,0.2754131196795193,0.011709287,0.86220074,-0.021976558,-0.0021837042,4,
1_1_2_68_0,23034.0,13479.75,525,575,7350,7127,7518,7610,7588,7422,7171,0.30492091388400705,0.012326974,0.862781,-0.02362312,-0.0030773536,4,
1_1_2_69_0,24023.25,13987.75,510,569,7539,7368,7710,7851,7787,7598,7376,0.28738599208397864,0.010928595,0.87052554,-0.022139732,-5.425936E-4,4,
1_1_2_70_0,23656.0,13820.75,533,571,7499,7297,7671,7793,7747,7531,7319,0.3038149490764716,0.012147388,0.863857,-0.02348232,-0.0015051998,4,
1_1_2_71_0,24355.75,14133.75,564,617,7694,7554,7928,8101,8010,7916,7630,0.29728651237031123,0.004176455,0.86104953,-0.019154133,-0.005005269,4,
1_1_2_72_0,24116.75,13951.5,556,606,7606,7475,7863,8035,7981,7812,7571,0.318082788671024,0.0023061212,0.86153656,-0.018919269,-0.006380433,4,
1_1_2_73_0,24191.5,13972.0,534,588,7557,7456,7837,7939,7950,7745,7518,0.3732740463374678,0.0025870646,0.8663329,-0.020774992,-0.00414051,4,
1_1_2_74_0,24386.0,14205.75,575,619,7756,7575,7973,8104,8081,7891,7647,0.30365126676602083,0.0070765438,0.8588957,-0.020870678,-0.004729996,4,
1_1_2_75_0,24603.25,14352.25,572,613,7796,7623,7992,8158,8099,7921,7660,0.29051452572628633,0.008799172,0.8604027,-0.021211347,-0.0024209907,4,
1_1_2_76_0,24608.5,14336.5,547,604,7748,7590,7967,8111,8054,7881,7610,0.3309232480533927,0.008985545,0.8655524,-0.022918405,-0.0013157895,4,
1_1_2_77_0,23755.0,13763.25,574,617,7564,7408,7824,7988,7912,7780,7537,0.31917259786476865,0.0017879611,0.8561764,-0.01868368,-0.008631649,4,
1_1_2_78_0,20454.75,12068.0,485,530,6533,6359,6624,6732,6672,6519,6335,0.24764353041988002,0.015387006,0.85827,-0.022301104,0.001890657,4,
1_1_2_79_0,20628.75,11787.25,415,427,6350,6261,6630,6727,6665,6459,6324,0.5032894736842105,0.0020514438,0.87567407,-0.023622047,-0.0050059594,4,
1_2_0_0,-3442.25,1514.5,2671,2336,3467,3691,4140,4085,4298,4356,4393,0.19572953736654802,-0.1178117,0.16032694,0.029649595,-0.0868382,5,
1_2_1_0,-19760.75,-5099.75,4343,3687,1779,2137,2698,2866,3060,3205,3190,0.20376045721858693,-0.28396055,-0.3404321,0.08355978,-0.19767223,5,
1_2_2_0,-26105.0,-7252.75,5866,4747,2324,2887,3727,3979,4249,4455,4539,0.2143158783783784,-0.32274514,-0.34034047,0.09823373,-0.22246163,5,
1_2_3_0,-25041.25,-6981.0,5373,4452,1930,2414,3102,3372,3603,3784,3849,0.23381745336171278,-0.33206436,-0.3799923,0.10746655,-0.22912343,5,
1_2_4_0,-27814.75,-7712.5,5903,4968,2066,2625,3378,3714,3924,4175,4163,0.2195927044869643,-0.33665115,-0.38438088,0.1040976,-0.22657631,5,
